Company,Permno,IpoDate
Techwell Inc,91370.0,2006-06-21
"Home Bancshares Inc,Conway,AR",91356.0,2006-06-22
Highland Credit Strategies,91301.0,2006-06-23
J Crew Group Inc,91302.0,2006-06-27
Omniture Inc,91362.0,2006-06-27
PGT Inc,91363.0,2006-06-27
Replidyne Inc,91365.0,2006-06-27
Aventine Renewable Energy Hlds,91288.0,2006-06-28
GMarket Inc,91352.0,2006-06-28
Ascent Solar Technologies Inc,91428.0,2006-07-10
Allied World Assurance,91393.0,2006-07-11
Cowen Group Inc,91398.0,2006-07-12
Valero GP Holdings Inc,91389.0,2006-07-13
Atlas Pipeline Holdings LP,91376.0,2006-07-20
Cleveland Biolabs Inc,91395.0,2006-07-20
Chart Industries Inc,91402.0,2006-07-25
WNS(Holdings)Ltd,91390.0,2006-07-25
Crystal River Capital Inc,91377.0,2006-07-27
Geomet Inc,91401.0,2006-07-27
Security Capital Assurance Ltd,91427.0,2006-08-01
Buckeye GP Holdings LP,91410.0,2006-08-03
Osiris Therapeutics Inc,91434.0,2006-08-03
Aircastle Ltd,91426.0,2006-08-07
Qimonda AG,91420.0,2006-08-08
Evercore Partners Inc,91413.0,2006-08-10
InnerWorkings Inc,91432.0,2006-08-15
Marathon Acquisition,91453.0,2006-08-24
New Oriental Education,91457.0,2006-09-06
Hiland Holdings GP LP,91490.0,2006-09-19
Home Diagnostics Inc,91466.0,2006-09-20
Riverbed Technology Inc,91485.0,2006-09-20
Warner Chilcott Holdings Co,91487.0,2006-09-20
CommVault Systems Inc,91463.0,2006-09-21
DivX Inc,91464.0,2006-09-21
Porter Bancorp Inc,91472.0,2006-09-21
Mindray Medical International,91455.0,2006-09-25
CBRE Realty Finance,91438.0,2006-09-27
ICF International Inc,91468.0,2006-09-27
Bare Escentuals Inc,91462.0,2006-09-28
Omni Financial Services Inc,91470.0,2006-09-29
Shutterfly Inc,91486.0,2006-09-29
Rhapsody Acquisition Corp,92773.0,2006-10-03
BreitBurn Energy Partners L.P.,91494.0,2006-10-04
Danaos Corp,91560.0,2006-10-05
Acme Packet Inc,91493.0,2006-10-12
EHealth Inc,91498.0,2006-10-12
SAIC INC,91547.0,2006-10-12
Ultrapetrol(Bahamas)Ltd,91511.0,2006-10-12
Universal Compression Partners,91510.0,2006-10-16
First Mercury Financial Corp,91523.0,2006-10-17
Stanley Inc,91548.0,2006-10-17
Trubion Pharmaceuticals Inc,91509.0,2006-10-17
Ivivi Technologies Inc,91528.0,2006-10-18
Susser Holdings Corp,91507.0,2006-10-18
ExlService Holdings Inc,91500.0,2006-10-19
Granahan McCourt Acquisition,91574.0,2006-10-19
LeMaitre Vascular Inc,91503.0,2006-10-19
Douglas Emmett Inc,91519.0,2006-10-23
Cadence Pharmaceuticals Inc,91495.0,2006-10-24
Eagle Rock Energy LP,91499.0,2006-10-24
GateHouse Media Inc,91524.0,2006-10-24
Achillion Pharmaceuticals Inc,91491.0,2006-10-25
Home Inns & Hotels Management,91502.0,2006-10-25
Optium Corp,91504.0,2006-10-26
RRSat Global Communications,91621.0,2006-10-31
Debt Resolve Inc,91569.0,2006-11-01
GLOBALSTAR INC,91612.0,2006-11-01
Innophos Holdings Inc,91614.0,2006-11-02
ORBCOMM Inc,91618.0,2006-11-02
Catalyst Pharmaceutical,91606.0,2006-11-07
Canadian Solar Inc,91607.0,2006-11-08
KBW Inc,91578.0,2006-11-08
One Beacon Insurance Group,91600.0,2006-11-08
Physicians Formula Holdings,91610.0,2006-11-08
ACA Capital Holdings Inc,91561.0,2006-11-09
Capella Education Co,91605.0,2006-11-09
Thermage Inc,91623.0,2006-11-09
Metabolix Inc,91615.0,2006-11-10
Emergent BioSolutions Inc,91571.0,2006-11-14
Allot Communications Inc,91604.0,2006-11-15
Constellation Energy Partners,91845.0,2006-11-15
Hansen Medical Inc,91613.0,2006-11-15
Hertz Global Holdings Inc,91575.0,2006-11-15
"KBR, Inc.",91579.0,2006-11-15
First Solar Inc,91611.0,2006-11-16
NYMEX Holdings Inc,91583.0,2006-11-16
Venoco Inc,91598.0,2006-11-16
AerCap Holdings,91602.0,2006-11-21
Spirit Aerosystems Holdings,91594.0,2006-11-21
Willdan Group,91625.0,2006-11-21
North American Energy Partners,91584.0,2006-11-22
Ronin Wireless Technologies,91619.0,2006-11-28
Gp Aeroportuario del Centro No,91617.0,2006-11-29
Netlist,91616.0,2006-11-30
Penn Virginia GP Holdings,91640.0,2006-12-05
Aegean Marine Petroleum Ntwrk,91655.0,2006-12-08
Allegiant Travel Company,91659.0,2006-12-08
Heelys,91667.0,2006-12-08
Atlas Energy Resources LLC,91628.0,2006-12-13
DCT Industrial,91635.0,2006-12-13
Guidance Software,91666.0,2006-12-13
IPG Photonics,91668.0,2006-12-13
MEDecision,91671.0,2006-12-13
Cal Dive International,91630.0,2006-12-14
Genesis Lease,91638.0,2006-12-14
NewStar Financial,91674.0,2006-12-14
Obagi Medical Products,91675.0,2006-12-14
Teekay Offshore Partners L.P.,91656.0,2006-12-14
WSB Financial Group,91681.0,2006-12-14
Affymax,91657.0,2006-12-15
Altra Holdings,91658.0,2006-12-15
Carrols Restaurant Group,91678.0,2006-12-15
Double-Take Software,91662.0,2006-12-15
Isilon Systems,91669.0,2006-12-15
U.S. BioEnergy,91680.0,2006-12-15
Claymont Steel Holdings,91676.0,2006-12-19
Fuwei Films (Holdings),91664.0,2006-12-19
Melco PBL Entertainment,91673.0,2006-12-19
Trina Solar Limited,91653.0,2006-12-19
Artes Medical,91660.0,2006-12-20
Dayton Superior,91663.0,2006-12-20
Solarfun Power Holdings,91677.0,2006-12-20
Transforma Acquisition Group,91726.0,2006-12-20
Freedom Acquisition Holdings,91690.0,2006-12-21
Universal Power Group,91654.0,2006-12-21
Legacy Reserves LP,91739.0,2007-01-11
MV Oil Trust,91707.0,2007-01-19
AeroVironment Inc,91733.0,2007-01-22
Meruelo Maddux Properties Inc,91740.0,2007-01-24
Oculus Innovative Sciences Inc,91742.0,2007-01-26
Animal Health International,91730.0,2007-01-30
Duncan Energy Partners LP,91686.0,2007-01-30
Employers Holdings Inc,91688.0,2007-01-30
HFF,91692.0,2007-01-30
NTR Acquisition Co,91756.0,2007-01-30
Xtent Inc,91835.0,2007-01-31
Dekania Corp,91987.0,2007-02-01
Molecular Insight Pharm Inc,91820.0,2007-02-01
Cellcom Israel Ltd,91813.0,2007-02-05
3SBio Inc,91833.0,2007-02-06
JA Solar Holdings Co Ltd,91819.0,2007-02-06
Synta Pharmaceuticals Corp,91832.0,2007-02-06
Accuray Inc,91814.0,2007-02-07
Mellanox Technologies Ltd,91821.0,2007-02-07
National CineMedia Inc,91822.0,2007-02-07
Switch And Data Inc,91830.0,2007-02-07
Fortress Investment Group LLC,91750.0,2007-02-08
Targa Resources Partners LP,91823.0,2007-02-08
Trans-India Acquisition Corp,91885.0,2007-02-08
US Auto Parts Networks Inc,91826.0,2007-02-08
Optimer Pharmaceuticals Inc,91824.0,2007-02-09
VeriChip Corp,91816.0,2007-02-09
OpNext Inc,91825.0,2007-02-14
Salary.com Inc,91831.0,2007-02-15
Rosetta Genomics Ltd,91829.0,2007-02-26
Churchill Ventures Ltd,91851.0,2007-03-01
Oceanaut Inc,91940.0,2007-03-01
Clearwire Corp,91892.0,2007-03-07
Symmetry Holdings Inc,91946.0,2007-03-07
Sourcefire Inc,91899.0,2007-03-08
Xinhua Finance Media Ltd,91912.0,2007-03-08
Media & Entertainment Holdings,91936.0,2007-03-09
Bigband Networks Inc,91889.0,2007-03-14
Tongjitang Chinese Medicines,91884.0,2007-03-15
FCStone Group Inc,91898.0,2007-03-16
Haynes International Inc,91902.0,2007-03-19
Cheniere Energy Partners LP,91850.0,2007-03-20
Glu Mobile Inc,91900.0,2007-03-21
Castlepoint Holdings Ltd,91894.0,2007-03-22
Alpha Security Group Corp,92106.0,2007-03-23
Aruba Networks Inc,91888.0,2007-03-26
Evergreen Global Dividend,91856.0,2007-03-27
First Trust Strategic High III,91857.0,2007-03-27
Santa Monica Media Corp,91941.0,2007-03-27
eTelecare Global Solutions,91896.0,2007-03-27
GSI Technology Inc,91901.0,2007-03-28
SenoRx Inc,91906.0,2007-03-28
Capital Product Partners LP,91895.0,2007-03-29
Flagstone Reinsurance Holdings,91887.0,2007-03-29
Super Micro Computer Inc,91907.0,2007-03-29
Veraz Networks Inc,91969.0,2007-04-04
Tailwind Financial Inc,92028.0,2007-04-11
Comverge Inc,91957.0,2007-04-12
MetroPCS Communications Inc,91937.0,2007-04-18
China Healthcare Acquisition,91980.0,2007-04-19
Simcere Pharmaceutical Group,91942.0,2007-04-19
Superior Offshore Intl Inc,91958.0,2007-04-19
Cinemark Holdings Inc,91915.0,2007-04-23
OceanFreight Inc,91963.0,2007-04-24
Edenor,91929.0,2007-04-25
Orexigen Therapeutics Inc,91965.0,2007-04-25
Pharmasset Inc,91971.0,2007-04-26
Cavium Networks Inc,92034.0,2007-05-01
Neurogesx Inc,92046.0,2007-05-01
Acorn International Inc,91973.0,2007-05-02
Qiao Xing Mobile Commun,92031.0,2007-05-02
Interactive Brokers Group,92043.0,2007-05-04
Tomotherapy Incorporated,92053.0,2007-05-08
AECOM Technology Corp,91975.0,2007-05-09
Biodel Inc,92032.0,2007-05-10
JMP Group Inc,92010.0,2007-05-10
Solera Holdings Inc,92021.0,2007-05-10
Continental Resources Inc,91983.0,2007-05-14
Insulet Corp,92050.0,2007-05-14
Pinnacle Gas Resources Inc,92048.0,2007-05-14
Skilled Healthcare Group Inc,92020.0,2007-05-15
CAI Int Inc,91979.0,2007-05-16
Eurand NV,92039.0,2007-05-16
TechTarget Inc,92052.0,2007-05-16
China Sunergy Co Ltd,92036.0,2007-05-17
EnerNOC Inc,92038.0,2007-05-17
TriMas Corp,92029.0,2007-05-17
RSC Holdings Inc,92018.0,2007-05-22
Sirtris Pharmaceuticals Inc,92055.0,2007-05-22
Helicos BioSciences Corp,92042.0,2007-05-23
Greenlight Capital Re Ltd,92041.0,2007-05-24
Vantage Energy Services Inc,92150.0,2007-05-24
Clean Energy Fuels Corp,92035.0,2007-05-25
Amicus Therapeutics Inc,92040.0,2007-05-30
Jazz Pharmaceuticals Inc,92096.0,2007-05-31
LDK Solar Co Ltd,92126.0,2007-05-31
Stoneleigh Partners Acquisitn,92147.0,2007-05-31
Starent Networks Corp,92104.0,2007-06-05
Infinera Corp,92095.0,2007-06-06
Response Genetics Inc,92101.0,2007-06-06
Apex Bioventures Acquisition,92107.0,2007-06-07
FBR Capital Markets Corp,92093.0,2007-06-07
Limelight Networks Inc,92097.0,2007-06-07
Yingli Green Energy Holding Co,92154.0,2007-06-07
Bway Holding Co,92109.0,2007-06-12
Biofuel Energy Corp,92089.0,2007-06-14
China Shenghuo Pharmaceutical,92112.0,2007-06-18
Blackstone Group LP,92108.0,2007-06-21
AuthenTec Inc,92087.0,2007-06-26
Comscore Inc,92102.0,2007-06-26
Data Domain Inc,92092.0,2007-06-26
Spectra Energy Partners LP,92144.0,2007-06-26
Spreadtrum Communications Inc,92103.0,2007-06-26
Polypore International Inc,92132.0,2007-06-27
Pros Holdings Inc,92143.0,2007-06-27
Vaughan Foods Inc,92199.0,2007-06-27
Bridgeline Software Inc,92091.0,2007-06-28
ShoreTel Inc,92207.0,2007-07-02
Dice Holdings Inc,92172.0,2007-07-17
"Encore Bancshares,Houston,TX",92198.0,2007-07-17
SemGroup Energy Partners LP,92206.0,2007-07-17
Limco-Piedmont Inc,92202.0,2007-07-18
MF Global Ltd,92190.0,2007-07-18
Netezza Corp,92182.0,2007-07-18
Airvana Inc,92192.0,2007-07-19
KBL Healthcare Acquisition,92250.0,2007-07-19
Orbitz Worldwide Inc,92183.0,2007-07-19
hhgregg Inc,92177.0,2007-07-19
BladeLogic Inc,92194.0,2007-07-24
Monotype Imaging Holdings Inc,92210.0,2007-07-24
Rex Energy Corp,92205.0,2007-07-24
Validus Holdings Ltd,92191.0,2007-07-24
ImaRx Therapeutics Inc,92200.0,2007-07-25
Perfect World Co Ltd,92204.0,2007-07-25
Voltaire Ltd,92211.0,2007-07-25
Lululemon Athletica Inc,92203.0,2007-07-27
Alternative Asset Management,92234.0,2007-08-01
Dolan Media Co,92243.0,2007-08-01
Genpact Ltd,92261.0,2007-08-01
Concho Resources Inc,92239.0,2007-08-02
Sucampo Pharmaceuticals Inc,92226.0,2007-08-02
Virtusa Corp,92229.0,2007-08-02
Quicksilver Gas Services LP,92255.0,2007-08-06
E-House(China)Holdings Ltd,92244.0,2007-08-07
HireRight Inc,92219.0,2007-08-07
Masimo Corp,92220.0,2007-08-07
DemandTec Inc,92214.0,2007-08-08
WuXi PharmaTech(Cayman)Inc,92258.0,2007-08-08
Horsehead Holding Corp,92232.0,2007-08-09
Mercadolibre Inc,92221.0,2007-08-09
Paragon Shipping Inc,92224.0,2007-08-09
VMware Inc,92257.0,2007-08-13
Cushing MLP Total,92240.0,2007-08-27
Encore Energy Partners LP,92269.0,2007-09-11
athenahealth Inc,92296.0,2007-09-19
Seanergy Maritime Corp,92380.0,2007-09-24
Babcock & Brown Air Ltd,92263.0,2007-09-26
Duff & Phelps Corp,92268.0,2007-09-27
China Architectural,92265.0,2007-09-28
Hicks Acquisition Co I Inc,92333.0,2007-09-28
Constant Contact Inc,92302.0,2007-10-02
Highlands Acquisition Corp,92334.0,2007-10-03
Inter-Atlantic Financial,92335.0,2007-10-03
China Dig TV Hldg Co Ltd,92327.0,2007-10-04
MAP Pharmaceuticals Inc,92310.0,2007-10-04
Main Street Capital Corp,92309.0,2007-10-04
Compellent Technologies Inc,92330.0,2007-10-09
Targanta Therapeutics Corp,92316.0,2007-10-09
Textainer Grp Hldg Ltd,92379.0,2007-10-09
SP Acquisition Holdings Inc,92419.0,2007-10-10
"Virgin Mobile USA, Inc",92376.0,2007-10-10
Trans1 Inc,92319.0,2007-10-16
Global BPO Services,92394.0,2007-10-17
NRDC Acquisition Corp,92343.0,2007-10-17
DuPont Fabros Tech Inc,92331.0,2007-10-18
Maxcom Telecomunicaciones SA,92341.0,2007-10-18
Noah Education Hldg Ltd,92344.0,2007-10-18
TM Entertainment and Media,92422.0,2007-10-18
CVR Energy Inc,92326.0,2007-10-22
Triplecrown Acquisition Corp,92374.0,2007-10-22
Fuqi International Inc,92306.0,2007-10-23
Longtop Finl Tech Ltd,92338.0,2007-10-23
Vanguard Natural Resources LLC,92375.0,2007-10-23
FGX Int Holdings Ltd,92304.0,2007-10-24
Pzena Investment Management,92354.0,2007-10-24
Secure America Acq Corp,92547.0,2007-10-24
Ulta Salon Cosmetic Fragrance,92322.0,2007-10-24
Novabay Pharmaceuticals Inc,92345.0,2007-10-25
Power Med Interventions Inc,92311.0,2007-10-25
Genoptix Inc,92307.0,2007-10-29
012 Smile.Communications Ltd,92314.0,2007-10-30
CNinsure Inc,92301.0,2007-10-30
Giant Interactive Group Inc,92393.0,2007-10-31
Deltek Inc,92446.0,2007-11-01
Nanosphere Inc,92445.0,2007-11-01
Neutral Tandem Inc,92454.0,2007-11-01
SoundBite Communications Inc,92450.0,2007-11-01
SandRidge Energy Inc,92421.0,2007-11-05
AirMedia Group Inc,92427.0,2007-11-06
BioForm Medical Inc,92431.0,2007-11-06
Golden Pond Heathcare,92482.0,2007-11-06
ARYx Therapeutics Inc,92430.0,2007-11-07
Agria Corp,92384.0,2007-11-07
Approach Resources Inc,92429.0,2007-11-07
Enterprise Acquisition Corp,92477.0,2007-11-07
ICx Technologies Inc,92435.0,2007-11-07
American Public Education Inc,92428.0,2007-11-08
China Nep Chain Drugstore Ltd,92386.0,2007-11-08
Ensign Group Inc,92432.0,2007-11-08
Lumber Liquidators Inc,92400.0,2007-11-08
OSG America LP,92404.0,2007-11-08
2020 ChinaCap Acquirco,92507.0,2007-11-12
Heckmann Corp,92395.0,2007-11-12
Navios Maritime Partners LP,92426.0,2007-11-12
Och-Ziff Cap Mgmt Grp LLC,92405.0,2007-11-13
EnergySolutions Inc,92389.0,2007-11-14
EnteroMedics Inc,92433.0,2007-11-14
MSCI Inc,92402.0,2007-11-14
Prospect Acquisition Corp,92502.0,2007-11-14
Virtual Radiologic Corp,92455.0,2007-11-14
3PAR Inc,92424.0,2007-11-15
Chimera Inv Corp,92385.0,2007-11-15
El Paso Pipeline Partners LP,92388.0,2007-11-15
Rubicon Technology Inc,92448.0,2007-11-15
Internet Brands Inc,92442.0,2007-11-16
Ideation Acquisition,92486.0,2007-11-19
SuccessFactors Inc,92451.0,2007-11-19
Global Consumer Acquisition,92481.0,2007-11-20
Entropic Communications Inc,92460.0,2007-12-06
Global Brands Acquisition Corp,92480.0,2007-12-06
Liberty Acq Hldgs Corp,92494.0,2007-12-06
Titan Machinery Inc,92471.0,2007-12-06
Triple-S Management Corp,92506.0,2007-12-06
VisionChina Media Inc,92472.0,2007-12-06
WSP Holdings Ltd,92515.0,2007-12-06
Cardtronics Inc,92457.0,2007-12-10
ChinaEdu Corp,92458.0,2007-12-10
VanceInfo Technologies Inc,92510.0,2007-12-11
Xinyuan Real Estate Co Ltd,92517.0,2007-12-11
K12 Inc,92493.0,2007-12-12
MedAssets Inc,92464.0,2007-12-12
Teekay Tankers Ltd,92518.0,2007-12-12
Intellon Corp,92463.0,2007-12-13
Memsic Inc,92465.0,2007-12-13
Gulfstream Int Grp Inc,92484.0,2007-12-14
Gushan Environmental Energy,92485.0,2007-12-18
Orion Energy Systems Inc,92466.0,2007-12-18
NetSuite Inc,92497.0,2007-12-19
Polaris Acquisition Corp,92541.0,2008-01-11
Asia Special Situation Acq,92584.0,2008-01-16
SAPPHIRE INDUSTRIALS CORP,92546.0,2008-01-17
Williams Pipeline Partners LP,92549.0,2008-01-17
RiskMetrics Group Inc,92544.0,2008-01-24
IPC The Hospitalist Co Inc,92527.0,2008-01-25
ATA Inc,92520.0,2008-01-28
Cascal NV,92551.0,2008-01-29
ArcSight Inc,92552.0,2008-02-14
MAKO Surgical Corp,92558.0,2008-02-14
Bioheart Inc,92554.0,2008-02-19
Heritage-Crystal Clean Inc,92588.0,2008-03-11
CardioNet Inc,92587.0,2008-03-18
Visa Inc,92611.0,2008-03-19
Intrepid Potash Inc,92621.0,2008-04-21
American Water Works Co Inc,92614.0,2008-04-22
Hatteras Financial Corp,92620.0,2008-04-24
Whiting USA Trust I,92643.0,2008-04-24
Pioneer SW Energy Ptnrs LP,92658.0,2008-04-30
Colfax Corp,92648.0,2008-05-07
Real Goods Solar Inc,92687.0,2008-05-08
Western Gas Partners LP,92672.0,2008-05-08
Verso Paper Corp,92670.0,2008-05-14
Safe Bulkers Inc,92679.0,2008-05-28
Britannia Bulk Holdings,92715.0,2008-06-18
RHI Entertainment Inc.,92722.0,2008-06-18
Hong Kong Highpower Tech Inc,92696.0,2008-06-19
Energy Recovery Inc,92753.0,2008-07-01
GT Solar International Inc,92758.0,2008-07-23
China Distance Educ Hldgs Ltd,92728.0,2008-07-29
China Mass Med Int Adv Corp,92761.0,2008-08-04
Rackspace Hosting Inc,92765.0,2008-08-07
Grand Canyon Education,92852.0,2008-11-20
Mead Johnson Nutrition Co,92890.0,2009-02-10
NIVS IntelliMedia Tech Gp Inc,92899.0,2009-03-12
Western Asset Mun Defined Opp,92901.0,2009-03-26
Changyou.com Ltd,92918.0,2009-04-01
Bridgepoint Education Inc,92902.0,2009-04-14
Rosetta Stone Inc,92913.0,2009-04-15
DigitalGlobe Inc,92924.0,2009-05-13
SolarWinds Inc,92931.0,2009-05-19
OpenTable Inc,92934.0,2009-05-21
Eaton Vance Natl Municipal Opp,92927.0,2009-05-26
Government Properties Income,92948.0,2009-06-02
Cypress Sharpridge Investments,92945.0,2009-06-11
ChemSpec International Ltd,92943.0,2009-06-23
Duoyuan Global Water Inc,92947.0,2009-06-24
Medidata Solutions Inc,92940.0,2009-06-24
Wstn Asset Invest Grade Define,92967.0,2009-06-25
LogMeIn Inc,92984.0,2009-06-30
Recon Technology Ltd,92986.0,2009-07-29
Avago Technologies Ltd,93002.0,2009-08-05
CDC Software Corp,93003.0,2009-08-05
Cumberland Pharmaceuticals Inc,93004.0,2009-08-10
Emdeon Inc,92992.0,2009-08-11
Lihua International Inc,93044.0,2009-09-04
Tri-Tech Holding Inc,93046.0,2009-09-09
CreXus Investment Corp,93019.0,2009-09-16
A123 Systems Inc,93037.0,2009-09-23
Apollo Coml RE Fin Inc,93014.0,2009-09-23
Artio Global Investors Inc,93015.0,2009-09-23
Colony Financial Inc,93018.0,2009-09-23
Vitacost.com Inc,93047.0,2009-09-23
Nuveen Enhanced Municipal,93026.0,2009-09-24
Shanda Games Ltd,93042.0,2009-09-24
Select Medical Holdings Corp,93035.0,2009-09-25
Talecris Biotherapeutics Hldg,93088.0,2009-09-30
Echo Global Logistics Inc,93079.0,2009-10-01
Education Management Corp,93080.0,2009-10-01
Verisk Analytics Inc,93089.0,2009-10-06
Mistras Group Inc,93065.0,2009-10-07
Omeros Corp,93085.0,2009-10-07
RailAmerica Inc,93068.0,2009-10-12
China Real Estate Information,93077.0,2009-10-16
Penn Millers Holding Corp,93086.0,2009-10-16
AGA Medical Holdings Inc,93074.0,2009-10-20
ZST Digital Networks Inc,93049.0,2009-10-20
Dole Food Co Inc,93056.0,2009-10-22
Addus Homecare Corp,93073.0,2009-10-27
Vitamin Shoppe Inc,93071.0,2009-10-27
Ancestry.com,93124.0,2009-11-05
Hyatt Hotels Corp,93098.0,2009-11-05
Duoyuan Printing,93097.0,2009-11-06
STR Holdings Inc,93111.0,2009-11-06
Dollar General Corp,93096.0,2009-11-13
rue21,93141.0,2009-11-13
Fortinet Inc,93132.0,2009-11-18
7 Days Group Holdings Ltd,93118.0,2009-11-20
Archipelago Learning,93125.0,2009-11-20
Cloud Peak Energy,93095.0,2009-11-20
Global Defense Tech & Systems,93135.0,2009-11-20
Western Asset Global Corporate,93122.0,2009-11-23
Pebblebrook Hotel Trust,93178.0,2009-12-09
China Nuokang Bio-Pharmac,93193.0,2009-12-10
Concord Medical Services Ltd,93153.0,2009-12-11
Kar Auction Services,93174.0,2009-12-11
Cobalt International Energy,93152.0,2009-12-16
Team Health Holdings,93185.0,2009-12-16
Kraton Performance Polymers,93175.0,2009-12-17
Athens Bancshares Corp,93224.0,2010-01-06
Cellu Tissue Holdings Inc,93198.0,2010-01-21
Chesapeake Lodging Trust,93200.0,2010-01-21
Symetra Financial Corp,93222.0,2010-01-21
China Hydroelectric Corp,93202.0,2010-01-25
Andatee China Marine Fuel Svcs,93225.0,2010-01-26
Federated Enhanced Treasury,93205.0,2010-01-26
IFM Investments Ltd,93209.0,2010-01-27
China Electric Motor Inc,93227.0,2010-01-29
Ironwood Pharmaceuticals Inc,93264.0,2010-02-02
Solar Capital Ltd,93267.0,2010-02-08
Generac Holdings Inc,93246.0,2010-02-10
Graham Packaging Co Inc,93247.0,2010-02-10
QuinStreet Inc,93266.0,2010-02-10
Western Ast Mtg Defined Oppor,93262.0,2010-02-23
Anthera Pharmaceuticals Inc,93300.0,2010-03-01
Baltic Trading Ltd,93297.0,2010-03-09
Sensata Tech Hldg NV,93296.0,2010-03-10
AVEO Pharmaceuticals Inc,93301.0,2010-03-11
Crude Carriers Corp,93298.0,2010-03-11
Financial Engines Inc,93305.0,2010-03-15
First Interstate BancSystem In,93304.0,2010-03-23
MaxLinear Inc,93289.0,2010-03-23
Calix Inc,93272.0,2010-03-24
CorMedix Inc,93371.0,2010-03-24
China Lodging Group Ltd,93306.0,2010-03-25
Meru Networks Inc,93307.0,2010-03-30
SS&C Technologies Hold,93312.0,2010-03-30
Scorpio Tankers Inc,93299.0,2010-03-30
Primerica Inc,93330.0,2010-03-31
Metals USA Holdings Corp,93323.0,2010-04-08
Tengion Inc,93358.0,2010-04-09
Golub Capital BDC Inc,93352.0,2010-04-14
Chatham Lodging Trust,93314.0,2010-04-15
DeHaier Medical Systems Ltd,93350.0,2010-04-21
THL Credit Inc,93357.0,2010-04-21
Alimera Sciences Inc,93339.0,2010-04-22
Codexis Inc,93345.0,2010-04-22
DynaVox Inc,93351.0,2010-04-22
Excel Trust Inc,93315.0,2010-04-22
Global Geophysical Services,93317.0,2010-04-22
SPS Commerce Inc,93356.0,2010-04-22
Alpha & Omega Semiconductor Lt,93340.0,2010-04-29
Convio Inc,93349.0,2010-04-29
PAA Natural Gas Storage LP,93329.0,2010-04-29
S&W Seed Co,93434.0,2010-05-03
Charm Communications Inc,93390.0,2010-05-04
Douglas Dynamics Inc,93372.0,2010-05-05
Niska Gas Storage Partners LLC,93381.0,2010-05-11
Express Inc,93373.0,2010-05-12
JinkoSolar Holding Co Ltd,93380.0,2010-05-13
